text,like_count,author,is_favorited,_time_text,video_title,is_Hate?
Will always be my favorite 🤘🤘🤘,0,@pranansubba9587,False,1 day ago,Master of Puppets (Remastered),0
I understand why bobby made E1M1 sound like that riff,0,@brandongilbert2009,False,1 day ago,Master of Puppets (Remastered),0
"fortnite festival players: getting flamed in the comments section for not being ""real"" Metallica fans
guitar hero + rock band players: ""First time?"" 😅😅",0,@blankets5782,False,1 day ago,Master of Puppets (Remastered),0
CORRECTEUR,0,@VincentCauchy,False,1 day ago,Master of Puppets (Remastered),0
I listen to it every day to keep my head full of metal energy,1,@AnthonyArduino-j1k,False,1 day ago,Master of Puppets (Remastered),0
The middle softer section really makes this song. There is nothing like a hard rocker switching into playing real music instead just smashing it. Only a hard rocker can this so well for some reason.,0,@chrisbiro1,False,1 day ago,Master of Puppets (Remastered),0
My favorite band since 1992. Im about to take my family to see them in Florida this coming June. My kids are excited about the trip idea.,2,@carloszuniga9803,False,1 day ago,Master of Puppets (Remastered),0
"This is the best Metallica tune by a lot....what is even #2? .. Leper Messiah perhaps? More recently..... ""If Darkness Had a Son""... So sik. Metallica Rules!",0,@Drumskankidge,False,1 day ago,Master of Puppets (Remastered),0
TALENTED STORY TELLERS..GOD BLESS YOUR UNIFORM,1,@AnnaBlue-jf6dk,False,2 days ago,Master of Puppets (Remastered),0
"I remember when this video came out 2 years ago. There's some serious, untapped potential here.",0,@masterquest91,False,3 days ago,Master of Puppets (Remastered),0
"Thank you for an awesome childhood. I'm proud to have listened to such talented musicians growing up, and also thank you for showing me what music really is.",0,@SirGlacius1,False,3 days ago (edited),Master of Puppets (Remastered),0
I’ll looking through the spice cabinet and invited myself this time hahahahahaha,0,@RobinRevty,False,4 days ago,Master of Puppets (Remastered),0
0:50 this is what running a 400m feels like,1,@vasgr192,False,4 days ago,Master of Puppets (Remastered),0
It's inspired,0,@CheGuevaraKawaii,False,10 hours ago,Master of Puppets (Remastered),0
"Jesus Christ is Lord of all creation choose life submit to God,resist the devil we repent. May God's will be done in all ways in Jesus Christ name amen be baptized in Jesus Christ name receive the Holy Spirit",1,@justinbennett1937,False,4 days ago,Master of Puppets (Remastered),0
"Excellent rock and metal radio station. Google it: ""shogun rocks laut""  Have fun!!!",0,@RetoKaufmann-w1o,False,4 days ago,Master of Puppets (Remastered),0
This was my era with awesome music .this album was my favorite from Metallica,0,@Zahnclassof95,False,4 days ago,Master of Puppets (Remastered),0
I love Metallica but my friend is a swiftie so when I turn on Metallica she’s like “turn your Metallica or whatever off” like excuse you 😭,0,@Kyles_Style,False,4 days ago,Master of Puppets (Remastered),0
Me when a bunch of meat eating bats are flying at me,1,@ZaneHall-c3i,False,4 days ago,Master of Puppets (Remastered),0
"Honestly, this part is a masterpiece 👌 3:27 
- 4:29",0,@AlanDubs24,False,4 days ago,Master of Puppets (Remastered),0
I'm here because I like Metallica not stranger things,0,@THABEEZE99,False,4 days ago,Master of Puppets (Remastered),0
Psychological nudity....,0,@rustyshackleford1114,False,4 days ago,Master of Puppets (Remastered),0
"Wtf are u talking about bruv
👇",0,@Ryan-p3z,False,4 days ago,Master of Puppets (Remastered),0
Did anyone search this song because of stranger things?🙃,2,@Popcorn1s,False,5 days ago,Master of Puppets (Remastered),0
Yes Eddie munson is the G.O.A.T,0,@angktoothlessthedragonnerd,False,4 days ago,Master of Puppets (Remastered),0
Anyone from Closedverse Dramatica,1,@RealSDM2,False,5 days ago,Master of Puppets (Remastered),0
In my mind still sy4abgers things,0,@rodolfoabarca8481,False,5 days ago,Master of Puppets (Remastered),0
Some of us are here because we love Metallica. Others are here because they watched Stranger Things. And then there's us who watched that clip of the drummer doing the beginning part and the guy clapping next to him being disgusted,0,@iwill4ev422,False,5 days ago,Master of Puppets (Remastered),0
3:34 the best part,1,@andreeaioanachitiuta2383,False,6 days ago,Master of Puppets (Remastered),0
After listen rock metal music by earphones i just know music rock is the beautifull music,1,@atlonadonara9894,False,6 days ago,Master of Puppets (Remastered),0
"End of passion play, crumbling away
I'm your source of self-destruction
Veins that pump with fear, sucking darkest clear
Leading on your death's construction
Taste me, you will see
More is all you need
Dedicated to
How I'm killing you
Come crawling faster (faster)
Obey your master (master)
Your life burns faster (faster)
Obey your master, master
Master of puppets, I'm pulling your strings
Twisting your mind and smashing your dreams
Blinded by me, you can't see a thing
Just call my name 'cause I'll hear you scream
Master, master
Just call my name 'cause I'll hear you scream
Master, master
Needlework the way, never you betray
Life of death becoming clearer
Pain monopoly, ritual misery
Chop your breakfast on a mirror
Taste me, you will see
More is all you need
Dedicated to
How I'm killing you
Come crawling faster (faster)
Obey your master (master)
Your life burns faster (faster)
Obey your master, master
Master of puppets, I'm pulling your strings
Twisting your mind and smashing your dreams
Blinded by me, you can't see a thing
Just call my name 'cause I'll hear you scream
Master, master
Just call my name 'cause I'll hear you scream
Master, master
(Master, master, master, master)
Master, master, where's the dreams that I've been after?
Master, master, you promised only lies
Laughter, laughter, all I hear or see is laughter
Laughter, laughter, laughing at my cries
Fix me!
Hell is worth all that, natural habitat
Just a rhyme without a reason
Never-ending maze, drift on numbered days
Now your life is out of season
I will occupy
I will help you die
I will run through you
Now I rule you too
Come crawling faster (faster)
Obey your master (master)
Your life burns faster (faster)
Obey your master, master
Master of puppets, I'm pulling your strings
Twisting your mind and smashing your dreams
Blinded by me, you can't see a thing
Just call my name 'cause I'll hear you scream
Master, master
Just call my name 'cause I'll hear you scream
Master, master",1,@BallBirdSigma,False,6 days ago,Master of Puppets (Remastered),0
James Hatfield Solo 4:10,0,@WargameThailand9999,False,6 days ago,Master of Puppets (Remastered),0
My headphones go crazy with this song,1,@Tinytheteil,False,6 days ago,Master of Puppets (Remastered),0
Who,0,@MaxFoxboyDuke,False,6 days ago,Master of Puppets (Remastered),0
People who say this isn't real metal. I'm sorry but that's a load of crap. This is the key definition of metal. METALLICA FOREVER,15,@XxDark_Demolisher_282Xx,False,7 days ago,Master of Puppets (Remastered),0
Stranger things,0,@JuliaBarcelos-h5z,False,7 days ago,Master of Puppets (Remastered),0
damn 10 year old me had some good taste in music,1,@Neptune._ad,False,7 days ago,Master of Puppets (Remastered),0
Pastor of Muppets.,0,@AZ-kr6ff,False,7 days ago,Master of Puppets (Remastered),0
This is the shit,0,@ChristineKeer-n4o,False,8 days ago,Master of Puppets (Remastered),0
So this is what inspired DOOM…,0,@RexKing-lc1tf,False,8 days ago,Master of Puppets (Remastered),0
"... not really... doom theme was made in the late 1900s, this was made in the mid 2000s... there is a bit of a time gap between the two...",0,@broowhat-b1f,False,8 days ago,Master of Puppets (Remastered),0
" @broowhat-b1f  this album is from 1986 where on earth did you get ""mid 2000s"" from",0,@Mayahiime,False,8 days ago,Master of Puppets (Remastered),0
@ srry... i guess i was misinformed... thx for the correction :3,0,@broowhat-b1f,False,7 days ago,Master of Puppets (Remastered),0
That is false the Beatles created doom metal with i want you she's so heavy ​@broowhat-b1f,0,@angktoothlessthedragonnerd,False,1 day ago,Master of Puppets (Remastered),0
New subscriber wangnao vlog ❤️❤️❤️👏😲🫢👍,0,@Wangnaovlog,False,8 days ago,Master of Puppets (Remastered),0
"brings me back to the Upside Down, bitches!",1,@Rollingwithmatt,False,8 days ago,Master of Puppets (Remastered),0
Great ❤❤❤,2,@ЮрийСавранский-ы7ъ,False,8 days ago,Master of Puppets (Remastered),0
People be jealous and bitter.. I am Love. You are that NEEDY to be ME? The dealer and collector of needs.,1,@ArronTaylor,False,8 days ago,Master of Puppets (Remastered),0
Sorry head banging lol😅😢😊,0,@blag427,False,8 days ago,Master of Puppets (Remastered),0
"❤,still  Portugal,Stop the Wars.thanks Metallica.",0,@elisabetefaria6584,False,9 days ago,Master of Puppets (Remastered),0
Try to put it on 2.0x speed😈,0,@scorpios2997,False,9 days ago,Master of Puppets (Remastered),0
This is the real hardcore song by Metallica.,1,@BenjaminPozniak,False,9 days ago,Master of Puppets (Remastered),0
"I started on master of puppets, this was the first song I've ever heard by them, now I love this music😂",0,@2nd8156,False,9 days ago,Master of Puppets (Remastered),0
The first metal song i ever heard and the song that made me fall in love with the metal genre... I am so grateful to my bro (Eden) who introduced me to this song and i always remember him when this song plays.. RIP Eden bro.. wish we could have listened & talked more about metal songs...,1,@KripesTamang,False,9 days ago,Master of Puppets (Remastered),0
I am actually from the year 2300 but came back to 2100 for you.,0,@nathanbruce3822,False,4 days ago (edited),Master of Puppets (Remastered),0
0:00 to 8:35 is best,3,@Homegrown174,False,10 days ago,Master of Puppets (Remastered),0
2.00 is the best❤,0,@SPRA_Oren,False,10 days ago,Master of Puppets (Remastered),0
This my fathers favorite Metallica song,1,@StéphaneDesrochers-n9q,False,10 days ago,Master of Puppets (Remastered),0
The Master pulled my strings to be here,1,@MateG2k73,False,10 days ago,Master of Puppets (Remastered),0
"Long time fan here. 40 plus years now...from New York. I like they used in Stranger Things. I too was labelled a Satanist back then, D&D club prez and all. Seen them and Exodus way back. Some of the best show I ever seen....",1,@Malc2112,False,10 days ago (edited),Master of Puppets (Remastered),0
"Excellent rock and metal radio station. Google it: ""shogun rocks laut""  Have fun",0,@RetoKaufmann-w1o,False,11 days ago,Master of Puppets (Remastered),0
such a bad ass song bro my respect to Metallica,0,@Mateobecerill,False,11 days ago,Master of Puppets (Remastered),0
THE ONLY BAD THING ABOUT THIS IS WHEN IT ENDS,1,@Liamfrv,False,11 days ago,Master of Puppets (Remastered),0
Eddie this one is for you! 🎸,2,@austinfogg7492,False,11 days ago,Master of Puppets (Remastered),0
Eddie Jordan? If so hell yea! 🤘,0,@connortremmel,False,11 days ago,Master of Puppets (Remastered),0
Eddie from Stranger Things,1,@austinfogg7492,False,9 days ago,Master of Puppets (Remastered),0
"I am 10 years old and have been listening to heavy metal, metal, jazz, pop, rock, and punk my whole life— not some garbage like “rap.”

Even though I listen to this music, I do well in school, but I hate it. I also have a friend just like me who behaves the same way.

I cause a lot of trouble, just like any metalhead.

Of course, all the music I listen to is from the ’70s, ‘80s, and ‘90s— not some new metal. And it’s worth mentioning that I’m from Poland.

See you, and congratulations to all the bands!",3,@KaterSpin,False,11 days ago,Master of Puppets (Remastered),0
Really I'm 12 and I love this music and I don't cause any trouble I just appreciate the song😂,1,@2nd8156,False,10 days ago,Master of Puppets (Remastered),0
 @2nd8156  Me too,1,@KaterSpin,False,8 days ago,Master of Puppets (Remastered),0
Seek and Destroy was cool too.,0,@kevinweber8859,False,11 days ago,Master of Puppets (Remastered),0
Amo Stranger things,1,@Enzo-oq5ue,False,11 days ago,Master of Puppets (Remastered),0
Thank you Stranger Things for making this band be known.,1,@pillanselmo9440,False,11 days ago,Master of Puppets (Remastered),0
"Holy shit, 8 minutes",1,@pacoql123,False,11 days ago,Master of Puppets (Remastered),0
This song is the peak of rock,0,@badqualitytt,False,11 days ago,Master of Puppets (Remastered),0
"Been rocking to Metallica since 1999. I was born early 00'! 
Mom said I used to get active and kick any time she played Metallica for me 🤟",0,@Somedude20282,False,12 days ago,Master of Puppets (Remastered),0
METALLICA LOGRÓ CORRER DOOM 🗣️🔥🔥🔥🔥,1,@Spectrum670,False,12 days ago,Master of Puppets (Remastered),0
I was born in the 2000s,0,@amyv4053,False,12 days ago,Master of Puppets (Remastered),0
This is Levi talking and I love this song. It's making me want to play the guitar and make everyone jam! Yaaaaaaa!!!,0,@amyv4053,False,12 days ago,Master of Puppets (Remastered),0
I'm 28 from the Middle East; lived my adult life in Canada. This song reminds me of how westerns bow down to jewish supremacy.  Enough already!,0,@Ibrahim-oc5ql,False,12 days ago,Master of Puppets (Remastered),0
Dude i hate that i was born in the early 2000s yall had all of the good shit 😪😂 im jealous 💯,1,@Davidpettigrew-zc9lc,False,12 days ago,Master of Puppets (Remastered),0
Hard as fuck mane,1,@PatpatPatpat-h1z,False,12 days ago,Master of Puppets (Remastered),0
Of course my friend,1,@HUGONITEYT999,False,8 days ago,Master of Puppets (Remastered),0
RAHHH IM GETTING AN ELECTRIC GUITAR AND I'LL LEARN TO PLAY THIS,0,@arcticnamrataa,False,12 days ago,Master of Puppets (Remastered),0
Dunno about y'all but i suddenly feel like playing the original Doom...dunno why...either that or some heroin 😂😂,0,@AdamWilks-l3q,False,12 days ago (edited),Master of Puppets (Remastered),0
This is just a better version of e1m1 from doom,1,@The-Desert-Ranger,False,12 days ago,Master of Puppets (Remastered),0
Bro everything isn’t Fortnite,2,@Monke_bean,False,12 days ago,Master of Puppets (Remastered),0
No vice city maybe that’s to hard,0,@4kgamer919,False,12 days ago,Master of Puppets (Remastered),0
Who was filled with this music DOOM 1999,0,@mr.kefirchik8892,False,13 days ago,Master of Puppets (Remastered),0
"The intro is so Doom coded, man.",0,@EdelweissVonDoom,False,13 days ago,Master of Puppets (Remastered),0
This music is the type of stuff I listen when I go to sleep,1,@AmmoRack_26353,False,13 days ago,Master of Puppets (Remastered),0
Uncle Larry got with pills at,1,@AllanJohnson-j6g,False,13 days ago,Master of Puppets (Remastered),0
Remaster of puppets,1,@ArtParsegov,False,13 days ago,Master of Puppets (Remastered),0
Are there any f***ing instruments Dave Grohl can't play?!,0,@JohnCarlsen-o1p,False,13 days ago,Master of Puppets (Remastered),0
It’s to land 1:44,0,@daisyo840,False,13 days ago,Master of Puppets (Remastered),0
"I remember my kind of backpack I used in my university with this álbum cover, a friend of mine did it for me... Good times!!!",1,@hjromero6426,False,2 weeks ago,Master of Puppets (Remastered),0
Yo,0,@ianzen2,False,2 weeks ago,Master of Puppets (Remastered),0
"I always chickened out of downpicking 6:18. Recently decided to finally be a man and do it.

Fucking hell I'm happy to have dealt with it once and for all.",0,@letigidou8660,False,2 weeks ago,Master of Puppets (Remastered),0
I love the solo part ❤❤❤,2,@IOANNAKAKARI-ls3tj,False,2 weeks ago,Master of Puppets (Remastered),0
GlitchCat,0,@ianzen2,False,2 weeks ago,Master of Puppets (Remastered),0
Saint Patrick's 2025,0,@tigrefuego3916,False,2 weeks ago,Master of Puppets (Remastered),0
Released on: 1986-03-03 ... still listening on 2025-03-17,1,@jeanneritter5315,False,2 weeks ago,Master of Puppets (Remastered),0
That’s Eddie’s song from stranger things,2,@boulevard5013,False,2 weeks ago,Master of Puppets (Remastered),0
Anyone in birth of Christ?,0,@bacontastesgreat,False,2 weeks ago,Master of Puppets (Remastered),0
This song is so good like this song is worth listening to every millisecond,2,@candacelewis5033,False,2 weeks ago,Master of Puppets (Remastered),0
Trash,0,@IsaacMartinez-wg7qg,False,2 weeks ago,Master of Puppets (Remastered),0
The worst part is when this song ends,2,@ThrillProductions,False,2 weeks ago,Master of Puppets (Remastered),0
This is what I'll play when I die ❤,0,@AlfredLibrada,False,2 weeks ago,Master of Puppets (Remastered),0
Every fucking year anyone?,0,@Hitoversat,False,2 weeks ago,Master of Puppets (Remastered),0
I hate you stranger things,1,@Max_starkiller,False,2 weeks ago,Master of Puppets (Remastered),0
Anyone in Year 1?,0,@bobbytrujillo3037,False,2 weeks ago,Master of Puppets (Remastered),0
Bro is best 5:44 💀💀💀,0,@snayderulloa6192,False,2 weeks ago,Master of Puppets (Remastered),0
Who came here because of stranger things,0,@Mrpotatop,False,2 weeks ago,Master of Puppets (Remastered),0
Metallica the goat,3,@RickWilliams-uj9nr,False,2 weeks ago,Master of Puppets (Remastered),0
"3:52 to 6:09 is probably the best part of the song, please prove me wrong😭",5,@LPFshin,False,2 weeks ago,Master of Puppets (Remastered),0
"I'd say 0:00 to 8:35 is probably the best part, but hey, that's just me.",3,@cliffrescue741,False,2 weeks ago,Master of Puppets (Remastered),0
"Cdc, nasdac, civil service exam is over! U S A scored F- on the conception score . Next question, in your Real estate exam, Does The city of Angels, wish to apply the malpractice insurance clause, to find personal relief in municipality judgement, or surrender, to the oath,? Muse, ? Ponder that fu trumpoets.! Cleveland, ?gotcha burning springstein?",0,@FIESTYDove-l5l,False,2 weeks ago,Master of Puppets (Remastered),0
"wtf dude, are you ok, go sleep, run away from cofee",0,@GuilhermeSantos-jj7le,False,2 weeks ago,Master of Puppets (Remastered),0
"Any1 but Metallica F,OFF",0,@WiL-g4q,False,2 weeks ago,Master of Puppets (Remastered),0
This is the real THRASH METAL!,0,@ΤάκηςΠαπ-χ3φ,False,2 weeks ago,Master of Puppets (Remastered),0
"Excellent rock and metal radio station. Google it: ""shogun rocks laut""  Have fun!!!",0,@RetoKaufmann-w1o,False,2 weeks ago,Master of Puppets (Remastered),0
raiden shogun mentioned,0,@chiloysisbatataassada,False,2 weeks ago,Master of Puppets (Remastered),0
Bro its hit hard,0,@AntośBober,False,2 weeks ago,Master of Puppets (Remastered),0
"I wish it wasn't the case, but the words to this song and the puppet master laughing at the end pretty much sum up my life. It's weirdly soothing. Thanks JH your music / lyrics have prevented my suicide so many times. You'll likely never see or read this, but thank you",12,@michaelhucks2313,False,2 weeks ago,Master of Puppets (Remastered),0
Yo. I hope you’re doing well. If you neeed to talk. Me too.,2,@VaughnLower,False,11 days ago,Master of Puppets (Remastered),0
"Best interlude in music history, calm in between the storms. I bet you cannot find a better one. And if you do, we wanna see it",2,@ricitosdecobre__,False,2 weeks ago,Master of Puppets (Remastered),0
"er i hate black metal with my life but even i can say the acoustic in nights blood by dissection is better in my opinion and there's a lot of epic ones to name lol
no offense but metallica has been getting really overrated too",0,@specialsod,False,2 weeks ago (edited),Master of Puppets (Remastered),0
Im ashamed of myself to know that i found out about such a great band through a video game..........fortnite😂,1,@Jackolope26,False,2 weeks ago,Master of Puppets (Remastered),0
So what? You learned about a awesome song by an awesome band and that's the important part. How you found out about it is irrelevant.,2,@KnozLo,False,2 weeks ago,Master of Puppets (Remastered),0
Trump and Zoya Kosov are the biggest chess pieces,0,@JosiahDanielWalsh,False,2 weeks ago,Master of Puppets (Remastered),0
Yeah this song is still good,0,@Uopra,False,2 weeks ago,Master of Puppets (Remastered),0
What does this song mean?,0,@gunfighterdrummer,False,2 weeks ago,Master of Puppets (Remastered),0
"DataArts resonates with a similar sound in today's world, striking the same chord: https://youtu.be/I_obEdr7Qts?si=w_fJzJNTb1RwhQ6K",0,@karacorintelligence,False,2 weeks ago,Master of Puppets (Remastered),0
Missed opportunity for them to name this song remaster of puppets,1,@Aaron-ne4kr,False,2 weeks ago,Master of Puppets (Remastered),0
Who thinks the beginning could be in a doom game,0,@codylowe1683,False,2 weeks ago,Master of Puppets (Remastered),0
one of the greatest riffs of all time,1,@Matthew-h1z7c,False,2 weeks ago,Master of Puppets (Remastered),0
"Excellent, varied rock and metal radio station. Google it: ""shogun rocks laut""  Have fun.",0,@RetoKaufmann-w1o,False,2 weeks ago,Master of Puppets (Remastered),0
Only problem with this song is that it's never loud enough,0,@Justme700,False,2 weeks ago,Master of Puppets (Remastered),0
YOU NEVER GOT THE MESSAGES,0,@neilbarrass-c1z,False,2 weeks ago,Master of Puppets (Remastered),0
I DIDN'T BLIND YOU THE POLICE NEWS AND BANKERS ARE SKINNERS LITERALLY THEY TWISTED THIS WORD TO THEIR ACCEPTANCES OF SEXUAL PLEASURES AND TEMPERS.,0,@neilbarrass-c1z,False,2 weeks ago,Master of Puppets (Remastered),0
NEVER WAS ANY GOOD AT YOUR JOB ANYWAYS I WAS YOUR BOSS AND THIS IS THEIR TRIAL,0,@neilbarrass-c1z,False,2 weeks ago,Master of Puppets (Remastered),0
I quit drinking alchol for 1 year and three months now after 20 years of hardcore alchol abuse and this song whil always hit me in a way 🥹✊️😎,0,@TheRobbyxxx,False,2 weeks ago,Master of Puppets (Remastered),0
"Matemática
              Master of numbers",0,@caioschmidtdeazevedo9562,False,2 weeks ago,Master of Puppets (Remastered),0
Battery is everything,0,@luizsantos117,False,2 weeks ago,Master of Puppets (Remastered),0
METALLICA FOR A SUPER BOWL  HALFTIME SHOW!! 🏈 🎸,0,@JRRivera-w9i,False,2 weeks ago,Master of Puppets (Remastered),0
U suck this good,0,@crystalhunt8111,False,2 weeks ago,Master of Puppets (Remastered),0
If ur here from stranger things AWWW UR A BABYYYYYY,5,@Stellameces,False,2 weeks ago,Master of Puppets (Remastered),0
"A beautiful build up to the solo, never gets old",2,@AnthonyMagallanez-tg5zj,False,2 weeks ago,Master of Puppets (Remastered),0
"I saw Metallica 3 times, woodstock 99, summer Sanitarium tour in 2003 and in 2017 for the world wired tour",0,@davidcapano9996,False,2 weeks ago,Master of Puppets (Remastered),0
These guys blow...,0,@utesichiban4009,False,2 weeks ago,Master of Puppets (Remastered),0
Whosoevereth listening in the year of our Lord 1736?,0,@jmoney9814,False,2 weeks ago,Master of Puppets (Remastered),0
Goated song,2,@kingn6046,False,2 weeks ago,Master of Puppets (Remastered),0
Goated song,1,@Rox._,False,2 weeks ago,Master of Puppets (Remastered),0
Great song! Thanks❤🎶💪🏻🔥,0,@carolinewolf565,False,2 weeks ago,Master of Puppets (Remastered),0
"Just because they can , doesn’t make it right💪🏻",0,@carolinewolf565,False,2 weeks ago,Master of Puppets (Remastered),0
Listening this song at 3 am while playing snow runner after work is so good,0,@darioabba3414,False,2 weeks ago,Master of Puppets (Remastered),0
Kick-Ass gym music 💪💪🏋️,0,@danabutler6151,False,2 weeks ago,Master of Puppets (Remastered),0
James will always be king.,0,@druidvw3960,False,2 weeks ago,Master of Puppets (Remastered),0
I'm gonna send the puppets your way. . .,0,@HeatherPerkins1009,False,2 weeks ago,Master of Puppets (Remastered),0
The best song in The world i'm 8 years old ilove metalica❤,0,@diegobenitez6976,False,2 weeks ago,Master of Puppets (Remastered),0
"!Excellent, varied rock and metal radio station. Google it: ""shogun rocks laut""  Have fun!",0,@RetoKaufmann-w1o,False,2 weeks ago,Master of Puppets (Remastered),0
Why does this sound kinda like the doom 1 sound track,1,@Colbsters979,False,2 weeks ago,Master of Puppets (Remastered),0
"I was just thinking ""I can't be the only one who kept mistaking the opening chords for E1M1 At Doom's Gate.  Wouldn't be surprised if this song influenced E1M1 to some degree.",0,@FuzionFire2342,False,2 weeks ago,Master of Puppets (Remastered),0
"Red light... blooooood red, ja😅😂... with passion and AGAPE..., from the Italy.ONE.chain!❤ Lilith",0,@PinkoPallino-f3j,False,2 weeks ago,Master of Puppets (Remastered),0
"Be honest, dont look it up. What is this song about.",0,@ramvat9247,False,3 weeks ago,Master of Puppets (Remastered),0
Drugs and how they destroy you,1,@danger_the_kid,False,3 weeks ago (edited),Master of Puppets (Remastered),0
imagine being in ww2 and hearing this in the background i feel like both sides would be even more skill ful in a way,0,@walkerferrell-n6b,False,3 weeks ago,Master of Puppets (Remastered),0
Anyone in march 11 2025b?,4,@TrittyMonster,False,3 weeks ago,Master of Puppets (Remastered),0
Master lock nobody noticed it’s you next right ?,0,@RobinRevty,False,3 weeks ago,Master of Puppets (Remastered),0
No the best part is 0:00-8:35,1,@freebirdguitarsolo,False,2 weeks ago,Master of Puppets (Remastered),0
Beautiful breakdown is neoclassical in a haunting way.,0,@ericotto314,False,3 weeks ago,Master of Puppets (Remastered),0
Guess who made it,0,@CoyDaniel,False,3 weeks ago,Master of Puppets (Remastered),0
I’m not dying till I play this for everyone in public in a band in some high class theatre,0,@AreeshURL,False,3 weeks ago,Master of Puppets (Remastered),0
"This is my favorite Metallica song, the lyrics are not only brilliant, they are still extremely relevant after so many years.",9,@christina1764,False,3 weeks ago,Master of Puppets (Remastered),0
This masterpiece is so perfect to start the lirics at  1:00 it could end at 8:00 but nothing can be perfect,0,@danielquinonesanorve8796,False,3 weeks ago,Master of Puppets (Remastered),0
I will ask my friends to play this at my funeral,0,@PjeroJurisic,False,3 weeks ago,Master of Puppets (Remastered),0
WE ARE MASTER OF PUPPETS WITH THIS ONE !🔥🔥🔥🔥🔥🗣️🗣️🗣️🗣️🗣️🗣️,0,@Moon_paWz-w6c,False,3 weeks ago,Master of Puppets (Remastered),0
In memory of Eddie hellfire club 😢,1,@Rockstarboii59,False,3 weeks ago,Master of Puppets (Remastered),0
Really 😢,0,@BiancaLaurino-wy8kn,False,3 weeks ago,Master of Puppets (Remastered),0
i’m here bc of Dr. Michael Burry …,0,@secondhatchery,False,3 weeks ago,Master of Puppets (Remastered),0
Stranger Things finally brought me here.,2,@nathanlukeson9244,False,3 weeks ago,Master of Puppets (Remastered),0
Metallica has got so many great albums out but this one has got to be my favorite.,2,@JasonGray-dm6xs,False,3 weeks ago,Master of Puppets (Remastered),0
Alvin fajilan march 2025,0,@AlvinFajilan-q7r,False,3 weeks ago,Master of Puppets (Remastered),0
Feel the base,0,@PrabinSyangtanSSCrack,False,3 weeks ago,Master of Puppets (Remastered),0
Anyone here from 3100BC?,0,@slob1105,False,3 weeks ago,Master of Puppets (Remastered),0
It’s hilarious when people think Kirk Hammet sucks 😂😂,0,@kevinahackenson5044,False,3 weeks ago,Master of Puppets (Remastered),0
When I listen to this the only things that comes to my mind is Eddie Munson from Stranger things playing this,0,@Sprinklesspider,False,3 weeks ago,Master of Puppets (Remastered),0
Wing of,0,@OmarHarris-g3l,False,3 weeks ago,Master of Puppets (Remastered),0
✏️ Describe The Vibe,1,@uncommonsense8177,False,3 weeks ago,Master of Puppets (Remastered),0
I installed a sound booster for this!Worth it!!,0,@BrickByBrick696,False,3 weeks ago,Master of Puppets (Remastered),0
Zombieland 2: Double Tap,1,@DanilGrace,False,3 weeks ago,Master of Puppets (Remastered),0
