text,like_count,author,is_favorited,_time_text,video_title,is_Hate?
In paradise RUS ENGL HINDUISM BIBLE TANAH - YouTube the name Muhammad is written in Hebrew מַחֲמַדים- There are 40 PLACES -- in HINDUISM.,0,@petiapetrov7037,False,6 months ago (edited),Hallowed Be Thy Name (2015 Remaster),0
2027 peeps are we still here??,0,@JasonEvans01,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
Fucking Iron!! I love Iron Maiden❤❤❤❤,0,@rutra7664,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
"2024, ME! I've always been closer to Metallica style but now, when I'm 47years old, I'm approaching to Iron Maiden. This track is aweeeersome!",7,@juanluis593,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
Metallica is the copy of Iron Maiden. Said by James Hetfield...,1,@VesnaVrlika,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Metallica is a rock band, Iron Maiden is my wife, my life, my wisdom.",3,@robertpirsig8899,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
"Same age, same thoughts. Just seen them in Sydney a few nights ago. Top 5, maybe higher concerts i have ever been to, absolutely amazing.",0,@AndrewWantPersonal,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
Music perfect !!! text so great  !!🎉,2,@ThePontiacgto65,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
Holy fucking shit. My all time favourite Maiden song. 100% pure originality. A masterpiece.,15,@whitecloud_94,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
"I'm not a metal fan at all, but the guitar work  and drumming here is amazing 👏",2,@Lizalotte,False,6 months ago,Hallowed Be Thy Name (2015 Remaster),0
